Title,Ingredients,Steps,Loves,URL
Tongseng Kambing ala Solo,750 gr kambing muda  potong kecil2 1 ltr air kelapa 10 bh cabe rawit  iris serong 1 btg daun bawang  iris serong 1 bh tomat mengkal  buang isinya  potong kotak kecil 2 siung bawang merah  iris tipis 2 lbr daun jeruk 2 lbr daun salam 1 btg serai 10 cm lengkuas laos  geprek 1 sdm kecap manis 1 sdm kecap asin secukupnya garam dan merica bumbu halus : 10 siung bawang merah 4 siung bawang putih 1 ruas kunyit 5 cm jahe 7 bh cabe rawit 7 bh cabe merah ,Panaskan minyak untuk menumis  masukkan bawang iris  tumis hingga harum  masukkan bumbu halus  masukkan serai  daun jeruk  lengkuas dan daun salam  tumis hingga tanak Setelah itu masukkan daging kambing  aduk rata  tambahkan air kelapa  aduk rata  biarkan meresap dan daging melunak  tutup Setelah 10 menit  buka dan aduk rata  tambahkan kecap asin dan kecap manis  aduk rata kembali Tambahkan garam dan merica  test kematangan daging  jika belum lembut  biarkan lagi Setelah daging lembut masukkan irisan cabe rawit dan daun bawang Jika air menyusut  boleh ditambahkan sedikit air  setelah matang masukkan tomat  aduk sebentar  angkat  taburi bawang goreng Tongseng siap dinikmati bersama nasi putih ,32,/id/resep/2291192-tongseng-kambing-ala-solo
Gulai Nangka Kikil,250 gr nangka muda rebus hingga setengah matang lalu tiriskan dan buang airnya 250 gr kikil sapi rebus sampai empuk lalu tiriskan 300 gr santan kental 750 gr santan encer 2 btg serai geprek 4 lembar daun salam lalu cuci bersih 4 lbr daun jeruk 1 lbr daun kunyit 1 ruas lengkuas geprek 2 buah kapulaga 2 sdm bumbu pemasak kambing*optional (tapi pake bumbu ini yg bikin enak) 6 sdm kelapa parut lalu gongseng hingga warna kehitaman lalu giling hingga halus sampai keluar minyak secukupnya Garam dan gula Minyak secukupnya untuk menumis Bumbu halus: 200 gr cabe merah keriting 50 gr cabe rawit 10 siung bawang merah 5 siung bawang putih 3 buah kemiri 1 ruas kunyit 1 ruas jahe 1 sdm ketumbar 1 2 btr pala 1 sdm merica ,Panaskan minyak  tumis bumbu halus sampai harum dan matang. Tambahkan serai  daun salam  daun kunyit  daun jeruk  kapulaga dan lengkuas. Masukkan santan encer  nangka dan kikil. Masak sampai kuah agak menyusut. Setelah kuah menyusut masukkan santan kental  tambahkan bumbu pemasak kambing  kelapa parut gongseng  garam dan gula sesuai selera. Masak dgn api kecil hingga gulai mendidih dan minyak dari santan keluar. Matikan kompor  angkat  sajikan dgn lontong dan kerupuk merah khas minang. ,16,/id/resep/3901940-gulai-nangka-kikil
Rica Rica Daging Kambing,1 kg Daging Kambing 5 siung bawang merah 5 siung bawang putih secukupnya Ketumbar 1 sdt Merica sesuai selera Cabai Rawit 1 ruas Kunyit 1 ruas Jahe 5 butir Kemiri ,Potong Dadu daging kambing  supaya cepat empuk. Cuci sampai bersih Haluskan  ketumbar  merica  bawang merah  bawang putih  kemiri  Jahe  Kunyit  Cabai rawit dan garam sedikit Setelah halus  panaskan wajan dan tuangkan minyak goreng secukupnya saja. Jika sudah panas Tumis bumbu hingga harum dan matang Masukkan daging kambing  tumis sampai daging berwarna kecoklatan. Lalu beri air secukupnya. Tambahkan garam  gula putih  micin  dan kecap manis (jangan lupa dicicipi ðŸ˜†) jika sudah diamkan dengan api kecil selama 30 menit sampai daging empuk. Jika sudah empuk  tiriskan di piring dan siap disajikan deh ðŸ˜ŠðŸ˜Š. Selamat mencoba yaa. ~ viiava ,30,/id/resep/3278933-rica-rica-daging-kambing
Oseng mercon daging kambing,1 4 kg daging kambing yang berlemak 3 siung bawang merah 3 siung bawang putih 20 biji cabai rawit(sesuai selera) kecap manis (secukupnya) ,Potong daging kecil2 sesuai selera  cuci lalu tiriskan Siapkan bumbu seperti b.merah b.putih cabe(di iris) garam merica dan kecap manis Panaskan sedikit minyak di wajan lalu tumis bawang dan cabe yg sdh di iris tadi hingga tercium bau harum Masukan daging kasih garam merica dan kecap secukupnya. lalu masak hingga matang ,30,/id/resep/1000446-oseng-mercon-daging-kambing-code001
Sate kambing maranggi,300 gr daging kambing  potong kecil2 3 lembar daun pepaya 5 siung bawang putih 5 siung bawang merah 1 sdt ketumbar 1 sdt merica 1 ruas lengkuas  potong2 tipis 1 ruas jahe  potong2 tipis 2 sdm air asam jawa secukupnya garam secukupnya minyak goreng 2 sdm kecap manis untuk sambalnya : 3 buah cabe rawit (sesuai selera)  potong kecil2 1 buah tomat merah  potong kecil2 5 sdm kecap manis 1 sdt cuka ,Cuci bersih daging kambing lalu bungkus dengan daun pepaya. Dan diamkan selama 30 menit agar bau amis hilang. Haluskan bawang putih  bawang merah  ketumbar  merica  lengkuas  jahe  dan air asam jawa. Tambahkan sedikit minyak goreng. Setelah 30 menit  singkirkan daun pepaya dari daging lalu lumuri daging dengan bumbu yg dihaluskan tadi dan tambahkan kecap manis. Diamkan selama 15 menit agar bumbu meresap. Setelah 15 menit  tusuk daging dengan tusuk sate lalu bakar hingga daging kecoklatan dan matang. Untuk sambalnya  campurkan tomat  irisan cabe rawit  cuka  dan kecap dalam satu mangkuk. Aduk hingga rata dan sajikan bersama sate. Selamat mencoba. ,29,/id/resep/3267798-sate-kambing-maranggi
Sate kelapa (sate klopo),1 kg daging sapi (pake daging kambing   ayam juga bisa) 175 gram kelapa parut secukupnya garam secukupnya gula pasir tusuk sate secukupnya ðŸ˜Šbumbu halus 4 butir bawang putih 3 siung bawang merah 1 sdt ketumbar butiran (Â½ sdt ketumbar bubuk) 1 ruas lengkuas cabe rawit secukupnya (jika ingin pedas) 5 lembar daun jeruk  buang tulang tengah 1 ruas kencur ,Potong potong daging kotak tipis agar mudah matang Campur bumbu halus  kelapa parut  garam dan gula pasir  cicipi Campur kelapa parut berbumbu dengan daging  diamkan Â±10 menit agar meresap Tusuk daging dengan tudukan sate dan bakar hingga matang  jangan lupa dibolak balik yaa Sajikan bersama nasi hangat ,29,/id/resep/3323419-sate-kelapa-sate-klopo
Asem asem daging,1 2 kg daging sapi kambing bisa d tmbahi dg tulang iga (me sapi) 1 siung bawang bombay 3 siung bawang putih 5 siung bawang merah 5 cabe rawit (sesuai selera) 1 sdt jinten 2 cabe merah besar 4 buah tomat (sesuai selera) 2 helai buah bawang daun 1 ruas jahe 3 helai daun salam Garam Gula Merica Air asam jawa Minyak wijen Raja rasa ,Masak daging dan msukkan jahe dan daun salam  masak daging sampai empuk. Cincang bawang bombay  bawang putih  bawang merah dan haluskan jinten  setelah smw d cincang tumis bumbu smpai harum dan kecoklatan. Stelah daging empuk Masukkan bumbu tumis ke dalam daging  lanjutkan memasak biar bumbu meresap kira2 10 menit. Stelah 10 menit  bumbui gram gula  merica minyak wijen  raja rasa dan jgn lupa masukkan air asam jawa... Tes rasa Setelah pas  msukkan cabe rawit dan cabe merah besar  jgn lupa tomat iris2 da daun bawang. Stelah semua sudah masukan. Asem2 daging siang d nikmati. Selamat mencoba. ,29,/id/resep/3308589-asem-asem-daging
Tongseng Kambing,1 2 kilo daging kambing 3 lembar daun salam 1 rimpang lengkuas ukuran sedang  memarkan 1.5 liter air untuk merebus 1200 ml santan dengan kekentalan sedang 2 lembar daun jeruk 2 batang serai  memarkan 1 ruas lengkuas  memarkan 2 buah cengkeh 2 cm kayu manis 3 siung bawang merah  di iris tipis 10 buah cabe rawit utuh (sesuai selera) 4 sdm kecap manis 1 sdm gula merah 1 sdt lada bubuk 1 sdm ketumbar bubuk secukupnya Garam secukupnya Gula secukupnya Kaldu jamur bubuk Minyak goreng secukupnya untuk menumis 5 lembar kol  potong kasar (sesuai selera) 2 batang daun bawang  iris kasar 2 buah tomat  masing masing potong 6 bagian Bumbu Halus: 10 siung bawang merah 5 siung bawang putih 3 buah cabe keriting 3 buah cabe rawit 4 buah kemiri  sangrai 3 cm kunyit  dibakar 2 cm jahe ,Rebus daging kambing beserta daun salam dan lengkuas hingga daging matang dan empuk. Potong kotak dengan ukuran sedang. Tumis bumbu halus  serai  daun salam  daun jeruk dan 1 ruas lengkuas yang sudah di memarkan. Masak hingga wangi Rebus santan kemudian masukan bumbu halus yang sudah di tumis hingga santan mendidih. Kemudian tambahkan cabe rawit utuh  garam  gula merah kaldu jamur  lada bubuk  dan ketumbar bubuk. Masak hingga kuah matang Panaskan minyak  tumis irisan bawang merah  cabe rawit dan potongan daging kambing sampai harum. Tambahkan irisan kol dan masak hingga kol layu. Masukan tumisan daging kambing dan kol ke dalam kuah santan hingga kuah mendidih. Tambahkan kecap manis  daun bawang  dan irisan tomat. Aduk rata lalu koreksi rasa. Masak hingga matang. Sajikan dengan taburan bawang goreng. ,28,/id/resep/3463013-tongseng-kambing
Sop tulang iga kambing,500 gram tulang iga kambing 2 buah wortel 2 buah kentang secukupnya Daun bawang 5 siung bawang merah 3 siung bawang putih 1 biji bawang bombay Jahe kira2 seujung jari kelingking pala dan merica 1 bungkus royco sapi 1 buah bunga sisir bunga lawang pekak 3 biji kapulaga  3 biji cengkeh secukupnya Garam dan gula minyak goreng  ,Tulang iga dicuci dan direbus sampai empuk Bawang merah bawang putih jahe pala merica diulek sampai halus Bawang bombay diiris dan ditumis agak layu dan masukkan bumbu halus aduk sampai wangi bumbu tercium angkat dan masukan bumbu kedalam rebusan tulang iga Masukan kapulaga bunga sisir cengkeh royco  kentang wortel yang sudah dibersihkan dan dipotong sesuai selera Tambahkan garam dan gula secukupnya tunggu kentang dan wortel empuk masukan irisan daun bawang tes rasa dan sop tulang iga kambing siap disajikan. ,27,/id/resep/3898586-sop-tulang-iga-kambing
Gule (becek) kambing khas Tulungagung,1 kg daging kambing beserta tulang sumsum nya 10 siung bawang merah 7 siung bawang putih 2 ruas jari jahe 2 ruas jari lengkuas 2 ruas jari kencur 2 ruas jari kunyit 1 jari telunjuk kunci 3 Batang serai - geprek 1 sdt bubuk ketumbar 7 butir kemiri 5 lembar daun jeruk 2 buah tomat Air untuk merebus kambing (sesuaikan) Garam secukupnya Minyak goreng Cabai rawit yg direbus untuk pelengkap sajian Jeruk nipis untuk pelengkap Kecap untuk pelengkap ,Setelah dibersihkan  rebus daging kambing sampai lunak Haluskan bumbu bawang merah  bawang putih  kencur  kunyit  jahe  kunci  kemiri  tumbar Sangrai dengan minyak goreng bumbu yg dihaluskan  masukkan lengkuas  serai  daun jeruk  sampai wangi Setelah daging kambing matang dan empuk  masukkan bumbu yg sdh disangrai  masak hingga meresap Setelah benar2 empuk dan meresap  masukkan santan dan koreksi rasa dengan garam  masukkan irisan tomat Setelah matang sajikan dengan cabao rawit yg direbus  irisan jeruk nipis dan kecap ,27,/id/resep/1235750-gule-becek-kambing-khas-tulungagung
Sop Kambing Kuah Putih ,500 gram daging & tulang kambing 1 5 liter air 300 ml susu Ultra Plain 1 sachet kecil susu bubuk Dancow (putih) 5 siung bawang merah  dirajang tipis 3 siung bawang putih  dirajang tipis 3 cm jahe  digeprek 5 cm kayumanis 5 butir kapulaga 5 biji cengkeh 1 2 butir biji pala  diparut 1 2 sdt merica bubuk 1 sdt gula merah secukupnya garam minyak & margarin Pelengkap: 1 buah tomat merah segar  potong sesuai selera daun bawang & seledri sbg taburan kripik emping acar timun  wortel  bawang merah  rawit hijau (aku gaa sempat buat acar nya ðŸ˜‰) bawang merah goreng utk taburan di nasi biar wangi ðŸ˜ bisa juga siapin potongan jeruk nipis jika mau ada rasa kecut2 ,Rebus daging & tulang kambing dgn air 1 5 liter sampai empuk. jika sudah empuk sisihkan sisa air rebusan (disaring yaa...) Panaskan wajan  tuang minyak & margarin  tumis bawang putih  bawang merah dan jahe. Setelah tercium aroma wangi  tambahkan air sisa rebusan tadi kemudian masukkan kayumanis  kapulaga  cengkeh  merica dan biji pala. setelah mendidih masukkan susu cair dan susu bubuk. aduk terus. Jika susu sdh tercampur masukkan daging dan tulang kambing. masak lagi sampai mendidih. Tambahkan garam dan gula merah. koreksi rasa  jika sudah pas matikan kompor sambil terus diaduk (kira2 10 detik) Siapkan wadah Sop  masukkan potongan tomat kemudian tuang Sopnya  taburi daun bawang dan seledri juga kripik emping. ,27,/id/resep/3290918-sop-kambing-kuah-putih-kitaberbagi
Sop iga kambing,Kira2 1kg iga kambing sudah di cuci bersih ya Kurang lebih 1 liter air Siapkan bumbu2 untuk memasaknya Bumbu2 yg di haluskan 5 siung bawang merang 5 siung bawang putih 2 butir kemiri 3 ruas jari laos di geprek 2 ruas jahe 1 sdm garam Bahan lainya 3 lembar daun salam 3 batang sereh 1 sdm Lada bubuk 1 sdm gula 1 buah tomat 1 sdt Roiko 2 sendok minyak untuk menumis bumbu Bumbu taburan secukupnya Muncang dan sledri Bawang goreng untuk taburan ,Rebus iga kambing bersama air sampai empuk  Haluskan bumbu2  diatas  setelah halus  tumis bumbu dgn sedikit minyak makan masukan daun salam dan sereh tumis sampai harum dan berubah warna sampai kuning kecoklatan  Masukan bumbu yg sudah di tumis ke dalam rebusan iga tambahkan tomat lada gula roiko dan koreksi rasanya  jika sudah pas rasanya di lidah matikan kompornya. Kemudian masukan taburan daun sledri muncang dan bawang goreng. Siap santap deh bersama sambal kecap pasti rasanya makin maknyuss dahh ,27,/id/resep/3140300-sop-iga-kambing
Asem Garem daging Kambing,250 gr daging kambing 7 siung bawang putih 7 siung bawang merah 2 batang sereh 1 ruas lengkuas 1 lembar daun salam 5 buah asam kandis 1 sdm garam 1 sdm lada 1 sdt gula pasir secukupnya air secukupnya minyak ,Potong daging kambing sesuai selera lalu cuci bersih Iris duo bawang  lalu tumis hingga layu. Kalau sudah layu masukan air  daging kambing  daun salam  sereh dan lengkuas yg sudah dimemarkan. Masukan juga asem kandis dan beri garam gula juga lada. Masak hingga daging empuk dan air sedikit mengering. Tambahkan minyak lg dan koreksi rasa. Angkat dan siap dinikmati. ,27,/id/resep/2617026-asem-garem-daging-kambing
Empal gentong,500 gr daging sapi kambing(me:kambing) secukupnya santan secukupnya air rebusan 2 batang serai(geprek) 6 lembar daun jeruk purut 4 lembar daun salam 2 buah bunga lawang 3 buah kapulaga 1 batang kayu manis 5 buah cengkeh 2 ruas lengkuas(geprek) 3 sdm air asam jawa #bumbu halus# 9 buah bawang merah 5 buah bawang putih 3 butir kemiri(sangrai) 1 sdt ketumbar 1 2 sdt merica 1 2 sdt jintan 2 buah kunyit(ukuran jari kelingking) 2 ruas jahe 2 batang serai kecil(ambil putihnya) secukupnya garam secukupnya gula putih secukupnya gula merah secukupnya kaldu bubuk #pelengkap# sambal iris tomat jeruk nipis daun kucai(me:daun bawang) brambang goreng emping blinjo ,Note:jangan cuci kambing agar tidak bau prengus. Rebus air sampai mendidih.lalu masukan kambing.usahakan daging kambing terendam air rebusan.karena itu salah satu tips agar kambing tidak prengus.lalu buang busa yang keluar dari rebusan.buang sampai benar2 bersih dari busa ya bund. Angkat daging kambing.buang air rebusan tadi lalu ganti dengan air yang baru. cuci kambing yang sudah di rebus tadi dan tiriskan. Potong2 daging kambing yang sudah di cuci tadi.dan masukan ke dalam air yang sudah mendidih kecilkan api.sembari merebus daging lagi kita siapkan bumbu empal gentong. Tumis bumbu halus masukan serai lengkuas daun jeruk purut daun salam kapulaga bunga lawang cengkeh dan kayu manis.tumis sampai harum. Masukan bumbu yang sudah di tumis ke dalam air rebusan daging.masukan santan dan air asam jawa.gunakan api kecil dan sering di aduk ya bund agar santan tidak pecah. Masak sampai mendidih.setelah mendidih taburi dengan irisan daun bawang dan taburi dengan brambang goreng.tes rasa sebelum di sajikan untuk keluarga. Selamat mencoba ,27,/id/resep/3310358-empal-gentong
Krengseng Kambing Bumbu Kecap,1 kg daging kambing tetelan  potong2 agak kecil Bumbu: 6 siung bawang putih haluskan 12 btr bawang merah haluskan 4 butir kemiri haluskan 1 4 sdt mrica bubuk 6 buah cabe hijau besar  potong2 6 buah cabe merah besar potong2 10 bh(sesuai selara) cabe rawit utuh 2 buah tomat potong2 2 tangkai sere  geprek 2 ruas jahe  geprek 2 ruas lengkuas  geprek 5 lbr daun jeruk Kecap secukupnya (kalo aku suka agak banyak secukupnya Garam secukupnya Kaldu bubuk Bawang goreng secukupnya untuk taburan secukupnya Air Minyak utk menumis ,Cuci bersih daging yang udah dipotong2  sisihkan Panaskan sedikit minyak utk menumis. Masukkan bawang putih  bawang merah  dan kemiri yang telah dihaluskan  merica bubuk  jahe  lengkuas  sereh  dan daun jeruk  tumis sampe harum Masukkan irisan cabe ijo dan merah  tumis sebentar  terus masukkan daging dan tomat. Aduk2 sampe daging berubah warna. Tambahkan air  tapi jangan terlalu banyak ya.. asal daging tercelup air saja. Dan juga garam  kecap dan penyedap. Tutup wajan  agar bumbu meresap dan daging cepet mateng  sambil sesekali diaduk. Jangan lupa untuk tes rasa. Dan jika dirasa air kurang  tapi daging belum empuk  tambahkan air secukupnya. Jika daging sudah empuk. Matikan kompor. Sajikan dg taburan bawang goreng ðŸ‘Œ ,26,/id/resep/3294318-krengseng-kambing-bumbu-kecap-tanpa-santan-kitaberbagi
Rendang kambing,500 gram daging kambing  potong dadu 500 gram kentang  kupas dan potong dadu  goreng 1 ruas laos  geprek 6 lembar daun jeruk 4 buah cabe besar 10 butir bawang merah 6 siung bawang putih 1 ruas jahe 1 bungkus santan kara sesuai selera Cabe rawit secukupnya merica bubuk secukupnya kunyit bubuk secukupnya garam secukupnya gula secukupnya air minyak untuk menumis ,Haluskan bawang merah  bawang putih  cabe besar  cabe rawit  jahe  merica dan kunyit. Tumis bumbu halus  daun jeruk dan laos sampai harum. Masukkan daging kedalam bumbu. Tumis sampai daging berubah warna. Tambahkan air sampai daging terendam. Biarkan sampai daging empuk. (Jika daging belum empuk  tambah air lagi sampai daging empuk) Jika daging sudah empuk dan air menyusut  masukkan kentang dan santan. Beri garam dan gula. Cek rasa. Setelah matang sajikan ,26,/id/resep/3292707-rendang-kambing
Konro Kaki Kambing Khas Makassar,4 buah kaki kambing yg sdh bersih dan dipotong2 3 btg Bawang Prei iris2 Haluskan. 10 siung bawang merah 4 siung bawang putih 1 sdt Ketumbar 1 sdt Jintan 3 btg Serai ambil putihnya 4 cm Lengkuas muda 1 cm Kunyit 1 cm Jahe 3 lbr Daun Salam 2 buah Daging Kluwek rendam air panas secukupnya Gula  garam Minyak Goreng 1 ltr Air bersih ,Tumis bumbu halus hingga berminyak. Rebus air hingga mendidih dan daun salam. Masukkan potongan kaki kambing serta bumbu hingga matang. Koreksi rasa tambahkan irisan daun bawang prei. Angkat. ,15,/id/resep/3285080-konro-kaki-kambing-kitaberbagi
Tongseng kambing jogja,500 gr daging kambing  iga  jerohan 1 bungkus santan kara Secukupnya air Bumbu halus: 5 siung bawang putih 5 siung bawang merah 4 biji kemiri 1 sdt merica 1 sdt ketumbar 4 buah cabe rawit 3 buah cabe keriting 1 cm kunyit 1 cm jahe Bumbu tambahan: 4 lembar daun jeruk 2 lembar daun salam 1 2 cm lengkuas Bahan tambahan: Secukupnya bawang merah goreng 1 4 buah kubis (rajang) 2 buah tomat (potong dadu) Secukupnya kecap Secukupnya jeruk nipis ,Rebus daging kambing  iga  dan jerohan selama 30 menit atau sampai empuk. Buang air rebusan dan potong2 daging kambing  iga  dan jerohan berbentuk dadu kecil Tumis bumbu halus lalu tambahkan air Masukkan daging kambing  iga  dan jerohan hingga empuk Masukkan kol dan tomat  rebus sampai empuk Masukkan santan sambil terus diaduk  tunggu sampai matang semua Siap disajikan dengan bawang goreng  kecap  dan irisan jeruk nipis ,25,/id/resep/3269364-tongseng-kambing-jogja-kitaberbagi
Krecek Kambing,300 g daging kambing plus tulang  potong tipis2  cuci Secukupnya garam gula merah gula pasir  penyedap(optional) 1 sdm asam jawa 1 buah serai  simpulkan 2 lembar daun salam Minyak untuk menumis 750-1000 ml air Bahan diiris: 3 siung bawang putih 3 buah bawang merah 1 cm jahe 1 cm lengkuas 1 buah cabe merah besar ,Tumis bawang merah dan bawang putih hingga harum. Tambahkan sisa bahan yang diiris  serai dan daun salam aduk rata hingga cabe merah sedikit layu. Masukkan daging kambing  aduk-aduk sampai berubah warna. Ketika daging sudah berubah warna masukkan air  garam  gula  penyedap dan asam jawa  aduk rata. Tunggu hingga air menyusut dan daging sudah empuk. Koreksi rasa dan siap disajikan dengan nasi hangatðŸ˜ðŸ˜„ ,15,/id/resep/3939880-krecek-kambing
Becek Kambing (gulai ndeso) khas Tuban,750 gr daging kambing + tulangnya 1 liter santan (dr setengah butir kelapa) 1 liter air untuk merebus tulangan  menyesuaikan 10 buah cabe rawit merah (utuh) 10 buah cabe rawit hijau (utuh) 2 btg serai  ambil putihnya 3 lbr daun jeruk 1 iris pala 3 cm mesoyi (rempah kayu mirip kayu manis. tp sy skip karna ga a 1 ibu jari lengkuas  geprek 2 btg daun bawang  iris2 secukupnya bawang goreng ðŸ… bumbu halus: 10 buah bawang merah 5 siung bawang putih 5-10 buah cabe rawit  *skip jika tdk suka pedas 2 butir kemiri  sangrai 1 sdm ketumbar biji 1 sdt merica biji 1 jumput jinten 1 ruas jari jahe 1 ruas jari kunyit 1 ruas jari kencur  ,Rebus tulangan kambing hingga daging yg menempel lunak/mudah lepas. Masukkan daging kambing yg sudah dipotong2 dadu/sesuai selera. Tambahkan serai  daun jeruk  lengkuas  pala  mesoyi dan bumbu halus (tanpa ditumis ya) Tambahkan santan  kecilkan api. Masukkan cabe rawit utuh  garam dan penyedap (jika pakai). Masak hingga daging empuk dan bumbu matang meresap. Jangan lupa sesekali diaduk agar santan tdk pecah. Koreksi rasa. Matikan api beri taburan bawang goreng dan irisan daun bawang. Jaman dulu maemnya pake nasi pera yg udah dibungkus pake daun jati. Atau kadang dinikmati pake nasi jagung (empok) hmmm... Sayang sekali disini susah nyari itu semua ðŸ˜­ Mari makan ðŸ˜˜ðŸ˜„ ,24,/id/resep/958051-becek-kambing-%F0%9F%90%8F-gulai-ndeso-khas-tuban
Sambel goreng hati kambing dan kentang,1 hati kambing  rebus hingga empuk 3 buah kentang  4 buah cabe merah besar  buang bijinya 6 buah cabe merah keriting 2 siung bawang putih 6 siung bawang merah 2 lembar daun salam 5 lembar daun jeruk 1 batang serai 1 ruas lengkuas secukupnya Garam secukupnya Gula pasir secukupnya Minyak goreng ,Potong2 hati kambing yg sudah direbus sesuai selera  goreng sebentar Potong2 kentang  goreng hingga matang Haluskan cabe dan bawang Panaskan minyak  tumis bumbu halus hingga harum  masukkan daun salam  daun jeruk  serai  dan lengkuas. Beri gula dan garam sesuai selera Setelah sambal matang  masukkan hati dan kentang yg sudah digoreng  aduk2 hingga sambal meresap ,23,/id/resep/3699313-sambel-goreng-hati-kambing-dan-kentang
Krengseng Kepala Kambing Lombok Ijo,1 kepala kambing  rebus sampai empuk 8 siung bawang putih 15 siung bawang merah 150 gram lombok ijo  iris kasar 2 batang serai  memarkan 3 ruas laos  memarkan 2 ruas jahe  memarkan 2 sdm kecap manis 1.5 sdm garam 1 sdm gula pasir 100 ml air 2 sdm minyak goreng ,Siapkan bahan-bahannya :Pisahkan daging kambing yang direbus dari tulangnya  dan potong-potong  sisihkan. Bumbu yang diiris dan dimerarkan Tuang minyak ke wajan  tunggu sampai panas untuk menumis bumbu yang telah diiris-iris (bawang putih  bawang merah  lombok ijo) sampai harum Masukkan jahe  laos  serai aduk sebentar tuang air dan masukkan daging kepala kambing Masukkan kecap  garam dan gula  aduk2 sampai tercampur rata (incip untuk test rasanya :-)) Angkat dan sajikan ,23,/id/resep/3005908-krengseng-kepala-kambing-lombok-ijo
Sate kambing madura,1 4 kg daging kambing beserta hatinya dan sedikit lemaknya 200 g kacang tanah goreng bumbu yg dihaluskan : 5 siung bwg merah dan bwg putih 2 buah lombok besar 5 butir kemiri secukupnya gula  garam dan kaldu bubuk 2 lembar daun jeruk ,Potong kecil kecil daging lalu tusuk dengan tusuk sate Haluskan bumbu lalu tumis sampe matang tambahkan kacang goreng yg sdh dihaluskan tambah daun jerukgula dan garam cek rasa Bakar sate memakai bumbu tadi yg ditambah kecap Klo sdh matang hidangkan sate dengan bumbunya yg ditambah kecapdan bawang goreng ,23,/id/resep/966021-sate-kambing-madura
Oseng Mercon Kambing,4 siung bawang merah 2 siung bawang putih 4 buah cengek domba 3 cm jahe 1 buah cabe merah 1 2 buah tomat secukupnya garam secukupnya lada bubuk 4-5 sdm kecap manis (atur rasa agar tidak terlalu manis) 350 gr daging kambing ,Cuci bersih daging kambing  kemudian potong dadu daging kambing nya. rebus daging kambing hingga empuk (sisakan kuah kaldu kambing) Iris bawang merah  bawah putih  cengek  tomat  cabe merah  jahe Tumis bahan-bahan yang tadi sudah diiris hingga harum  beri garam dan lada bubuk secukup nya Setelah daging kambing empuk  masukan ke dalam tumisan tadi  beri kuah kaldu kambing kira2 setengah gelas / secukupnya. aduk- aduk hingga rata  kemudian masukkan kecap manis dan aduk kembali hingga rata dan air kaldu nya habis. Sajikan selagi hangat dengan nasinya Selamat mencoba  semoga berhasil :) ,23,/id/resep/955234-oseng-mercon-kambing
Roti Jala Kare Kambing,Bahan roti 500 gr terigu serbaguna 2 sdm mentega (cairkan) 1 sdt garam 1 sdm susu bubuk 2 butir telur 1000 ml air matang(bisa ditambah jika masih kekentalan) Bahan kare 500 gr daging kambing 6 siung bawang putih 6 siung bawang merah 5 cabai merah besar 10 cabai merah keriting (selera ukur kepedasan yg diinginkan) 3 butir kemiri 1 sdt merica Secukupnya ketumbar 1 sdm bumbu kare kambing(saya beli di pasar tradisional) 1 ruas lengkuas 1 ruas jahe 1 2 ruas kunyit 2 batang sereh 4 lembar daun salam 5 lembar daun jeruk Secukupnya cengkih Secukupnya bunga lawang Secukupnya jinten 1 2 butir kelapa parut ambil kanilnya saja secukupnya Air Secukupnya pala bubuk 1 sdm gula pasir ,Buat rotinya..campur semua bahan aduk sampai kalis dengan whisk saring dan dadar dengan menggunakan corong roti jala kalo tidak ada bisa pake plastik segitiga gunting ujungnya buat seperti jala (caranya bisa lihat resep saya roti jala kare ayam) gulung seperti gulung risol Buat karenya..blender semua bahan kecuali bunga lawang cengkih daun jeruk sereh Tumis bahan dengan sedikit minyak sampai harum tambahkan daging kambing aduk sampai airnya habis tambahkan santan dan air masak hingga daging empuk (boleh juga di presto)tambahkan gula pasir cek rasa Untuk tambahan boleh buat acar ketimun siapkan 2 buah ketimun 3siung bawang merah cabai secukupnya gula garam dan bbrp tetes cuka aduk sampai layu Siap dihidangkan ,22,/id/resep/3340453-roti-jala-kare-kambing
Sop Daging Kambing Kuah Bening ,200 gr daging kambing dan tulang kambing bumbu halus : 5 siung bawang putih 10 siung bawang merah 1 2 sdt lada 1 2 butir biji pala rempah-rempah : 2 butir kapulaga 1 buah kayu manis 2 butir cengkeh 2 butir kembang lawang 1 buah lemon 2 kotak kaldu sapi maggi 1 ruas jahe geprek potong besar daun bawang di potong dadu tomat di garam gula bawang goreng emping ,Lumuri daging dan tulang dengan air lemon  diamkan selama 2 jam. Cuci bersih daging dan tulang  rebus hingga mendidih dan kotoran terangkat. Buang air rebusan  cuci kembali daging lalu rebus kembali dengan 500ml air dengan api sedang sampai mendidih kemudian tambahkan rempah-rempah. Tumis bumbu halus dan jahe hingga harum kemudian masukan dalam rebusan daging. Masak hingga daging empuk. Tambahkan daun bawang  rebus sebentar kemudian angkat. Sajikan sop daging kambing dengan taburan bawang goreng  emping melinjo  dan irisan tomat. ,22,/id/resep/3299456-sop-daging-kambing-kuah-bening-kitaberbagi
